Ürün Kodu,Ürün Adı,Kategori,Açıklama,Ürün URL,Görsel Sayısı,Görseller
PNK11,PNK11,,"140x45x90 cm Dresuar Doğal dokuların huzur veren görünümüyle yaşam alanlarınıza sıcaklık kazandıran bu özel dresuar, dış mekân koşullarına dayanıklı yapısıyla hem dış hem de iç alanlarda keyifle kullanılabilir. Şık tasarımı ve zarif detaylarıyla her ortamda estetik bir bütünlük sağlar. Ürün Detayları Ölçü: 140 x 45 x 90 cm Kullanım Alanı: Dış ve iç mekân uyumlu Tasarım: Sade ve doğal yüzey dokusu Kapak Yapısı: Hazeran dokulu detaylar Bakım Önerisi Ürününüzü uzun yıllar boyunca ilk günkü görünümünde korumak için sezon sonunda kapalı bir alanda muhafaza etmeniz önerilir. Bu mümkün değilse koruma kılıfı kullanarak dış etkenlere karşı koruma sağlayabilirsiniz. Temizliği yaparken sert olmayan bir fırça tercih edin, ağır kimyasallar içeren deterjanlardan kaçının. Ardından hafif nemli bir bezle silip kurumasını bekleyin. Garanti ve Teslimat Tüm ürünlerimiz, fatura tarihinden itibaren 2 yıl garanti kapsamındadır. Mobilya teslimatlarında sevkiyat ücreti, gönderim yapılacak bölgeye ve sipariş tutarına göre değişiklik gösterebilir. Kara ulaşımının olmadığı bölgelerde teslimat en yakın iskeleye kadar yapılmaktadır.",https://www.pinkhometr.com.tr/urun/pnk11,8,images/PNK11/PNK11_01.webp | images/PNK11/PNK11_02.webp | images/PNK11/PNK11_03.webp | images/PNK11/PNK11_04.webp | images/PNK11/PNK11_05.webp | images/PNK11/PNK11_06.webp | images/PNK11/PNK11_07.webp | images/PNK11/PNK11_08.png
PNK12,PNK12,,"150x90x40 cm Konsol Doğal dokuların sıcaklığını yaşam alanlarınıza taşıyan zarif tasarımıyla hem dış hem de iç mekânlarda kullanılmaya uygun bir konsol. Estetik görünümü, işlevsel yapısı ve sade çizgileriyle bulunduğu ortama doğal bir şıklık kazandırır. Ürün Detayları Ölçü: 150 x 90 x 40 cm Kullanım Alanı: Dış ve iç mekân uyumlu Tasarım: Sade, şık ve doğal yüzey dokusu Kapak Yapısı: Hazeran dokulu kapak tasarımı Bakım Önerisi Ürününüzün uzun ömürlü kalması için sezon sonunda kapalı bir alanda muhafaza edilmesi önerilir. Bu mümkün değilse koruma kılıfı kullanmak, dış etkenlere karşı korunmasına yardımcı olur. Temizlikte sert olmayan bir fırça kullanın, ağır kimyasallar içeren deterjanlardan kaçının. Ardından hafif nemli bir bezle silip kurumasını bekleyin. Garanti ve Teslimat Tüm ürünlerimiz, fatura tarihinden itibaren 2 yıl garanti kapsamındadır. Mobilya teslimatlarında sevkiyat ücreti, gönderim yapılacak bölgeye ve sipariş tutarına göre değişiklik gösterebilir. Kara ulaşımının olmadığı bölgelerde teslimat, en yakın iskeleye kadar yapılmaktadır. İade Koşulları",https://www.pinkhometr.com.tr/urun/pnk12,8,images/PNK12/PNK12_01.webp | images/PNK12/PNK12_02.webp | images/PNK12/PNK12_03.webp | images/PNK12/PNK12_04.webp | images/PNK12/PNK12_05.webp | images/PNK12/PNK12_06.webp | images/PNK12/PNK12_07.webp | images/PNK12/PNK12_08.png
PNK13,PNK13,,"150x40x90 cm Dolap Dış mekânlarda doğallığın sıcak dokusunu hissettiren zarif tasarım... Hem dış hem de iç mekân kullanımı için uygun olan bu dolap, sade görünümüyle bulunduğu ortama huzurlu ve doğal bir atmosfer kazandırır. Uzun ömürlü yapısı sayesinde yıllar boyunca keyifle kullanılabilir. Ürün Detayları Ölçü: 150 x 40 x 90 cm Kullanım Alanı: Dış ve iç mekân uyumlu Tasarım: Doğal yüzey dokusu ve zarif form Kapak Yapısı: Hazeran dokulu kapak tasarımı Bakım Önerisi Ürününüzü sezon sonunda kapalı bir alanda muhafaza etmeniz önerilir. Bu mümkün değilse, koruma kılıfı kullanarak dış etkenlere karşı korunmasını sağlayabilirsiniz. Temizliği yaparken sert olmayan bir fırça tercih edin; ağır kimyasallar içeren deterjanlardan kaçının. Son olarak, hafif nemli bir bezle silin ve kurumasını bekleyin. Garanti ve Teslimat Tüm ürünlerimiz, fatura tarihinden itibaren 2 yıl garanti kapsamındadır. Mobilya teslimatlarında sevkiyat ücreti, gönderim yapılacak bölgeye ve sipariş tutarına göre değişiklik gösterebilir. Kara ulaşımının olmadığı bölgelerde teslimat, en yakın iskeleye kadar yapılmaktadır.",https://www.pinkhometr.com.tr/urun/pnk13,8,images/PNK13/PNK13_01.webp | images/PNK13/PNK13_02.webp | images/PNK13/PNK13_03.webp | images/PNK13/PNK13_04.webp | images/PNK13/PNK13_05.webp | images/PNK13/PNK13_06.webp | images/PNK13/PNK13_07.webp | images/PNK13/PNK13_08.png
PNK14,PNK14,,"100x40x90 cm Dolap Doğal dokuların sıcaklığını yaşam alanlarınıza taşıyan bu özel tasarım, dış mekân koşullarına dayanıklı yapısıyla hem dış hem de iç mekânlarda uzun süre kullanılabilir. Zarif formu ve işlevsel bölmeleriyle estetiği ve kullanışlılığı bir araya getirir. Ürün Detayları Ölçü: 100 x 40 x 90 cm Kullanım Alanı: Dış ve iç mekân uyumlu Tasarım: Doğal yüzey dokusu, sade ve zarif görünüm Kapak Yapısı: Hazeran dokulu kapak tasarımı Bakım Önerisi Ürünün uzun ömürlü kalması için sezon sonunda kapalı alanda muhafaza edilmesi önerilir. Bu mümkün değilse koruma kılıfı kullanmanız dayanıklılığını artıracaktır. Temizliği, sert olmayan bir fırça ile ağır kimyasallar içermeyen ürünler kullanarak yapın; ardından hafif nemli bir bezle silip kurumasını bekleyin. Garanti ve Teslimat Tüm ürünlerimiz, fatura tarihinden itibaren 2 yıl garanti kapsamındadır. Mobilya teslimatlarında, sevkiyat ücreti gönderim bölgesine ve sipariş tutarına göre değişiklik gösterebilir. Kara ulaşımının olmadığı bölgelerde teslimat en yakın iskeleye kadar yapılır.",https://www.pinkhometr.com.tr/urun/pnk14,8,images/PNK14/PNK14_01.webp | images/PNK14/PNK14_02.webp | images/PNK14/PNK14_03.webp | images/PNK14/PNK14_04.webp | images/PNK14/PNK14_05.webp | images/PNK14/PNK14_06.webp | images/PNK14/PNK14_07.png | images/PNK14/PNK14_08.webp
PNK15,PNK15,,"180X80CM 80X80CM 2 ADET BERJER SEHPA HARİÇTİR Doğallığın Zarafetle Buluştuğu El Emeği Tasarım Tamamen el işçiliğiyle üretilen bu özel oturma grubu, doğanın sıcaklığını ve huzurunu yaşam alanınıza taşır. Bir adet iki kişilik koltuk, iki adet tekli koltuk ve ortasında yer alan iki zarif sehpadan oluşan bu takım, hem işlevsel hem de estetik bir bütünlük sunar. Her bir parçası özenle işlenmiş ahşaptan üretilmiştir. El emeğiyle şekillendirilen bu tasarım, doğal malzemenin kendine özgü dokusunu koruyarak her ürünü eşsiz kılar. Ahşabın sağlığa dost yapısı, bulunduğu ortama doğal bir denge ve ferahlık kazandırır. Kimyasal içermez, bu nedenle hem fiziksel hem ruhsal açıdan huzurlu bir atmosfer oluşturur. Dayanıklı yapısı sayesinde uzun yıllar boyunca ilk günkü formunu korur. İster iç mekânda ister dış mekânda kullanın, her ortamda doğanın zarif etkisini hissedersiniz. Bu el yapımı oturma grubu, konforu, doğallığı ve estetiği bir arada arayanlar için yaşam alanlarının en özel parçası olmaya adaydır.",https://www.pinkhometr.com.tr/urun/pnk15,7,images/PNK15/PNK15_01.png | images/PNK15/PNK15_02.webp | images/PNK15/PNK15_03.webp | images/PNK15/PNK15_04.webp | images/PNK15/PNK15_05.png | images/PNK15/PNK15_06.webp | images/PNK15/PNK15_07.webp
PNK16,PNK16,,"180X90CM 90X90 CM 2 BERJER 100X70 CM SEHPA DAHİLDİR El Emeğiyle Şekillenen Doğal Zarafet El işçiliğinin ustalıkla buluştuğu bu oturma grubu, yaşam alanlarınıza doğanın sıcaklığını taşır. Bir adet iki kişilik koltuk, iki adet tekli koltuk ve ortasında yer alan sade tasarımlı sehpadan oluşan takım; hem estetik görünümü hem de konforlu yapısıyla dikkat çeker. Her bir parçası tamamen el emeğiyle üretilmiştir. Bu sayede her detayında doğallığın izleri hissedilir ve her ürün kendine özgü bir karakter taşır. Ahşabın doğal yapısı, bulunduğu ortama huzur ve sıcaklık kazandırırken; insan sağlığına dost yapısıyla ortamın havasını dengeler, ferahlık hissi oluşturur. Uzun ömürlü ve dayanıklı yapısıyla hem iç hem dış mekânlarda rahatlıkla kullanılabilen bu takım, zamansız tasarımıyla yıllar boyu ilk günkü şıklığını korur. Doğadan gelen bu özel dokuyu yaşam alanınıza taşımak isteyenler için, el emeğiyle üretilmiş bu oturma grubu ideal bir tercihtir.",https://www.pinkhometr.com.tr/urun/pnk16,9,images/PNK16/PNK16_01.webp | images/PNK16/PNK16_02.webp | images/PNK16/PNK16_03.png | images/PNK16/PNK16_04.webp | images/PNK16/PNK16_05.png | images/PNK16/PNK16_06.webp | images/PNK16/PNK16_07.png | images/PNK16/PNK16_08.webp | images/PNK16/PNK16_09.png
PNK18,PNK18,,"200X200 CM 100X70CM KÖŞE SEHPA Doğanın Huzurunu Taşıyan El Emeği Konfor Tamamen el işçiliğiyle üretilen bu özel oturma grubu, doğallığın zarafetini modern bir tasarımla birleştirir. Eşit uzunluktaki sağ ve sol kollarıyla dengeli bir koltuk, hem estetik bir görünüm sunar hem de rahat oturum alanı sayesinde uzun sohbetlerin en keyifli eşlikçisidir. Ortasında yer alan sehpa ise bütünlüğü tamamlayarak işlevselliği artırır. Ahşabın doğal yapısı, bulunduğu ortama sıcaklık ve denge katar. İnsan sağlığı üzerinde olumlu etkiler yaratan bu doğal malzeme, kimyasal barındırmadan üretilir ve bulunduğu ortamın havasını iyileştirir. Her bir parçası, ustaların özenli el emeğiyle şekillendirilmiş olup, doğanın verdiği huzuru yaşam alanınıza taşır. Hem iç hem dış mekânlarda kullanılabilecek şekilde tasarlanan bu takım, uzun ömürlü yapısı ve zamansız tasarımıyla doğallığı sevenlerin vazgeçilmezi olmaya adaydır. Doğanın ruhunu, estetikle ve konforla buluşturan bu oturma grubu, her bakışta zarafeti hissettirir.",https://www.pinkhometr.com.tr/urun/pnk18,8,images/PNK18/PNK18_01.webp | images/PNK18/PNK18_02.webp | images/PNK18/PNK18_03.webp | images/PNK18/PNK18_04.png | images/PNK18/PNK18_05.png | images/PNK18/PNK18_06.png | images/PNK18/PNK18_07.webp | images/PNK18/PNK18_08.webp
PNK19,PNK19,,"200X100CM 100X100CM SEHPA 120X80 CM Doğayla Uyumlu Zarif Tasarım Tamamen el emeğiyle üretilen bu oturma grubu, doğallığı ve konforu bir arada sunar. Bir adet iki kişilik koltuk, iki adet tekli koltuk ve ortasında yer alan zarif sehpadan oluşan takım; sade tasarımıyla her mekâna sıcak bir atmosfer kazandırır. Ahşabın doğal yapısı, bulunduğu ortama huzur verir ve insan sağlığı üzerinde olumlu etkiler yaratır. Doğadan gelen bu sıcaklık, stresin azaldığı, huzurun ve rahatlığın arttığı bir yaşam alanı oluşturur. Üretiminde tamamen doğal yöntemler ve el işçiliği kullanıldığı için her parça kendine özgü bir karakter taşır. Hem iç hem dış mekânlarda kullanılabilen bu takım, sağlamlığı ve dayanıklılığıyla uzun yıllar size eşlik eder. Şıklığıyla göz dolduran, doğallığıyla ruhu dinlendiren bu tasarım; yaşam alanınıza doğanın sakinliğini taşımak isteyenler için mükemmel bir seçimdir. .",https://www.pinkhometr.com.tr/urun/pnk19,8,images/PNK19/PNK19_01.png | images/PNK19/PNK19_02.webp | images/PNK19/PNK19_03.webp | images/PNK19/PNK19_04.png | images/PNK19/PNK19_05.webp | images/PNK19/PNK19_06.webp | images/PNK19/PNK19_07.webp | images/PNK19/PNK19_08.png
PNK20,PNK20,,"180X80 CM 80X80 CM BERJERLER SEHPA 100X70 CM Doğayla Uyumlu Zarif Tasarım Tamamen el emeğiyle üretilen bu oturma grubu, doğallığı ve konforu bir arada sunar. Bir adet üç kişilik koltuk, iki adet tekli koltuk ve ortasında yer alan zarif sehpadan oluşan takım; sade tasarımıyla her mekâna sıcak bir atmosfer kazandırır. Ahşabın doğal yapısı, bulunduğu ortama huzur verir ve insan sağlığı üzerinde olumlu etkiler yaratır. Doğadan gelen bu sıcaklık, stresin azaldığı, huzurun ve rahatlığın arttığı bir yaşam alanı oluşturur. Üretiminde tamamen doğal yöntemler ve el işçiliği kullanıldığı için her parça kendine özgü bir karakter taşır. Hem iç hem dış mekânlarda kullanılabilen bu takım, sağlamlığı ve dayanıklılığıyla uzun yıllar size eşlik eder. Şıklığıyla göz dolduran, doğallığıyla ruhu dinlendiren bu tasarım; yaşam alanınıza doğanın sakinliğini taşımak isteyenler için mükemmel bir seçimdir.",https://www.pinkhometr.com.tr/urun/pnk20,8,images/PNK20/PNK20_01.png | images/PNK20/PNK20_02.webp | images/PNK20/PNK20_03.webp | images/PNK20/PNK20_04.png | images/PNK20/PNK20_05.webp | images/PNK20/PNK20_06.png | images/PNK20/PNK20_07.webp | images/PNK20/PNK20_08.webp
PNK21,PNK21,,"L Köşe Takımı – 320x300 cm Geniş oturma alanı ve şık tasarımıyla hem iç hem de dış mekanlarda kullanım için ideal olan L köşe takımı, konforlu ve estetik bir yaşam alanı sunar. Modern hatları ve fonksiyonel yapısıyla her dekorasyon tarzına uyum sağlar. Ürün Detayları Köşe Ölçüsü: 320x300 cm İç ve dış mekan kullanımı için uygundur Dayanıklı ve uzun ömürlü tasarım Talebe göre kişiselleştirilebilir Bakım Önerisi Sezon sonunda ürünün kapalı alanda muhafaza edilmesi önerilir; mümkün değilse koruma kılıfı kullanılabilir. Temizlik sırasında sert kimyasallar yerine hafif nemli bez kullanılmalı ve ürünün doğal şekilde kuruması beklenmelidir. Garanti ve Teslimat Fatura tarihinden itibaren 2 yıl garanti Büyük ebatlı ürün teslimatlarında sevkiyat ücreti, adres ve alışveriş tutarına göre değişiklik gösterebilir Teslim aldıktan sonra 30 gün içinde , kullanılmamış ve ambalajı bozulmamış ürünler iade edilebilir",https://www.pinkhometr.com.tr/urun/pnk21,10,images/PNK21/PNK21_01.webp | images/PNK21/PNK21_02.png | images/PNK21/PNK21_03.webp | images/PNK21/PNK21_04.webp | images/PNK21/PNK21_05.webp | images/PNK21/PNK21_06.webp | images/PNK21/PNK21_07.webp | images/PNK21/PNK21_08.png | images/PNK21/PNK21_09.jpg | images/PNK21/PNK21_10.png
PNK22,PNK22,,"Doğayla Uyumlu Zarif Tasarım rus çamı ağacı 180x80 cm. 80x80cm 2 adet berjer 80 cm sehpa Tamamen el emeğiyle üretilen bu oturma grubu, doğallığı ve konforu bir arada sunar. Bir adet iki kişilik koltuk, iki adet tekli koltuk ve ortasında yer alan zarif sehpadan oluşan takım; sade tasarımıyla her mekâna sıcak bir atmosfer kazandırır. Ahşabın doğal yapısı, bulunduğu ortama huzur verir ve insan sağlığı üzerinde olumlu etkiler yaratır. Doğadan gelen bu sıcaklık, stresin azaldığı, huzurun ve rahatlığın arttığı bir yaşam alanı oluşturur. Üretiminde tamamen doğal yöntemler ve el işçiliği kullanıldığı için her parça kendine özgü bir karakter taşır. Hem iç hem dış mekânlarda kullanılabilen bu takım, sağlamlığı ve dayanıklılığıyla uzun yıllar size eşlik eder. Şıklığıyla göz dolduran, doğallığıyla ruhu dinlendiren bu tasarım; yaşam alanınıza doğanın sakinliğini taşımak isteyenler için mükemmel bir seçimdir.",https://www.pinkhometr.com.tr/urun/pnk22,8,images/PNK22/PNK22_01.webp | images/PNK22/PNK22_02.png | images/PNK22/PNK22_03.webp | images/PNK22/PNK22_04.png | images/PNK22/PNK22_05.webp | images/PNK22/PNK22_06.png | images/PNK22/PNK22_07.webp | images/PNK22/PNK22_08.webp
PNK24,PNK24,,"150X75CM. 75X75CM 2 ADET TEKLİ SEHPA HARİÇTİR Doğallığın Sıcaklığıyla Şekillenen Konfor El emeğiyle özenle üretilen bu oturma grubu, sade tasarımıyla yaşam alanlarınıza doğanın huzurunu taşır. Bir adet iki kişilik koltuk, iki adet tekli koltuk ve ortada yer alan şık sehpadan oluşan bu takım, hem estetik hem de işlevsel bir kullanım sunar. Ahşabın doğal yapısı, bulunduğu ortama sıcaklık ve denge kazandırırken insan sağlığı açısından da son derece faydalıdır. Doğal malzemelerden üretilmiş olması sayesinde kimyasal içermez, bu da evinizde ferah ve sağlıklı bir atmosfer oluşturur. Dayanıklı yapısı, uzun yıllar boyunca konforundan ve zarafetinden ödün vermeden kullanılabilmesini sağlar. Bu özel takım, el işçiliğinin değerini ve doğallığın güzelliğini yaşam alanınıza taşıyarak her oturumu keyifli bir deneyime dönüştürür.",https://www.pinkhometr.com.tr/urun/pnk24,8,images/PNK24/PNK24_01.png | images/PNK24/PNK24_02.webp | images/PNK24/PNK24_03.webp | images/PNK24/PNK24_04.png | images/PNK24/PNK24_05.webp | images/PNK24/PNK24_06.webp | images/PNK24/PNK24_07.webp | images/PNK24/PNK24_08.png
PNK26,PNK26,,"200X70X45 CM TV ÜNİTESİ. AKSESUAR KULPLAR DEĞİŞİKLİK GÖSTERİR. Dış mekanalara doğal ahşabın eşsiz dokuları...KESTANE ağacından üretilen, bu sayede doğal çürüme, böceklenme ve hastalıklara karşı yüksek direnç gösteren bahçe kullanıma uygun dış ve iç mekan mobilyası. Ürün Detayları Ayak ve Tabla Mazlemesi:KESTANE Bakım Önerisi: Sezon sonunda kapalı alanda tutmanız daha doğru olacaktır buna imkanınız yoksa koruma kılıfı kullanmanız mobilyanızın uzun ömürlü olmasını sağlar.Temizliği öncelikle çok sert olmayan bir fırça ile ağır kimyasallar içeren deterjanlar kullanmadan yapılmalı ardından hafif nemli bir bezle silinerek kuruması beklenmeli. Malzeme: %100 Kestane Pink Home olarak ürün gruplarımıza göre, tüm ürünlerimizde faturanız üzerinde bulunan tarihten itibaren 2 yıl garanti veya sorumluluk süremiz bulunmaktadır. Daha fazla bilgi için sıkça sorulan sorular bölümünü inceleyiniz. Mobilya gibi büyük ebatlı ürün teslimatlarında sevkiyat ücreti uygulanır. Sevkiyat ücreti gönderilecek il-ilçe bilgisine ve alışveriş tutarına göre değişmektedir. Sevkiyat ücret bilgileri ödeme kısmında özel nakliye kısmında yaklaşık olarak belirtilir. Kara ulaşımının olmadığı ilçe ve adalarda teslimat kara tarafından seçilen iskeleye kadar yapılabilmektedir. Siparişinizi, teslim aldığınız tarihten itibaren 30 gün içerisinde kullanmadığınız ve ürün ya da ambalajını (satılabilirliğini) bozmadığınız sürece iade edebilirsiniz.",https://www.pinkhometr.com.tr/urun/pnk26,4,images/PNK26/PNK26_01.png | images/PNK26/PNK26_02.webp | images/PNK26/PNK26_03.png | images/PNK26/PNK26_04.webp
PNK27,PNK27,,"200X40X50 CM ANTİKA GERİ DÖNÜŞTÜRÜLMÜŞ AĞAÇTAN YAPILIR DOĞAL DOKUDAN DOLAYI DAMARLAR VE YIPRANIKLIK FARKLILIK GÖSTEREBİLİR. Dış mekanalara doğal ahşabın eşsiz dokuları...ANTİK ağaçlardan üretilen, bu sayede doğal çürüme, böceklenme ve hastalıklara karşı yüksek direnç gösteren bahçe kullanıma uygun dış ve iç mekan mobilyası. Ürün Detayları Ahşap Malzemesi:ANTİKA AĞAÇ Bakım Önerisi: Sezon sonunda kapalı alanda tutmanız daha doğru olacaktır buna imkanınız yoksa koruma kılıfı kullanmanız mobilyanızın uzun ömürlü olmasını sağlar.Temizliği öncelikle çok sert olmayan bir fırça ile ağır kimyasallar içeren deterjanlar kullanmadan yapılmalı ardından hafif nemli bir bezle silinerek kuruması beklenmeli. Malzeme: %100 ANTİK AĞAÇ Pink Home olarak ürün gruplarımıza göre, tüm ürünlerimizde faturanız üzerinde bulunan tarihten itibaren 2 yıl garanti veya sorumluluk süremiz bulunmaktadır. Daha fazla bilgi için sıkça sorulan sorular bölümünü inceleyiniz. Mobilya gibi büyük ebatlı ürün teslimatlarında sevkiyat ücreti uygulanır. Sevkiyat ücreti gönderilecek il-ilçe bilgisine ve alışveriş tutarına göre değişmektedir. Sevkiyat ücret bilgileri ödeme kısmında özel nakliye kısmında yaklaşık olarak belirtilir. Kara ulaşımının olmadığı ilçe ve adalarda teslimat kara tarafından seçilen iskeleye kadar yapılabilmektedir. Siparişinizi, teslim aldığınız tarihten itibaren 30 gün içerisinde kullanmadığınız ve ürün ya da ambalajını (satılabilirliğini) bozmadığınız sürece iade edebilirsiniz.",https://www.pinkhometr.com.tr/urun/pnk27,4,images/PNK27/PNK27_01.webp | images/PNK27/PNK27_02.png | images/PNK27/PNK27_03.webp | images/PNK27/PNK27_04.png
PNK28,PNK28,,"200X45X50CM TV ÜNİTESİ Dış mekanalara doğal ahşabın eşsiz dokuları...KESTANE ağacından üretilen, bu sayede doğal çürüme, böceklenme ve hastalıklara karşı yüksek direnç gösteren bahçe kullanıma uygun dış ve iç mekan mobilyası. Ürün Detayları Ayak ve Tabla Mazlemesi:KESTANE Bakım Önerisi: Sezon sonunda kapalı alanda tutmanız daha doğru olacaktır buna imkanınız yoksa koruma kılıfı kullanmanız mobilyanızın uzun ömürlü olmasını sağlar.Temizliği öncelikle çok sert olmayan bir fırça ile ağır kimyasallar içeren deterjanlar kullanmadan yapılmalı ardından hafif nemli bir bezle silinerek kuruması beklenmeli. Malzeme: %100 Kestane Pink Home olarak ürün gruplarımıza göre, tüm ürünlerimizde faturanız üzerinde bulunan tarihten itibaren 2 yıl garanti veya sorumluluk süremiz bulunmaktadır. Daha fazla bilgi için sıkça sorulan sorular bölümünü inceleyiniz. Mobilya gibi büyük ebatlı ürün teslimatlarında sevkiyat ücreti uygulanır. Sevkiyat ücreti gönderilecek il-ilçe bilgisine ve alışveriş tutarına göre değişmektedir. Sevkiyat ücret bilgileri ödeme kısmında özel nakliye kısmında yaklaşık olarak belirtilir. Kara ulaşımının olmadığı ilçe ve adalarda teslimat kara tarafından seçilen iskeleye kadar yapılabilmektedir. Siparişinizi, teslim aldığınız tarihten itibaren 30 gün içerisinde kullanmadığınız ve ürün ya da ambalajını (satılabilirliğini) bozmadığınız sürece iade edebilirsiniz.",https://www.pinkhometr.com.tr/urun/pnk28,4,images/PNK28/PNK28_01.webp | images/PNK28/PNK28_02.webp | images/PNK28/PNK28_03.png | images/PNK28/PNK28_04.png
PNK29,PNK29,,"40X200CM Dış mekanalara doğal ahşabın eşsiz dokuları...KESTANE ağacından üretilen, bu sayede doğal çürüme, böceklenme ve hastalıklara karşı yüksek direnç gösteren bahçe kullanıma uygun dış ve iç mekan mobilyası. Ürün Detayları Ayak ve Tabla Mazlemesi:KESTANE Bakım Önerisi: Sezon sonunda kapalı alanda tutmanız daha doğru olacaktır buna imkanınız yoksa koruma kılıfı kullanmanız mobilyanızın uzun ömürlü olmasını sağlar.Temizliği öncelikle çok sert olmayan bir fırça ile ağır kimyasallar içeren deterjanlar kullanmadan yapılmalı ardından hafif nemli bir bezle silinerek kuruması beklenmeli. Malzeme: %100 Kestane Pink Home olarak ürün gruplarımıza göre, tüm ürünlerimizde faturanız üzerinde bulunan tarihten itibaren 2 yıl garanti veya sorumluluk süremiz bulunmaktadır. Daha fazla bilgi için sıkça sorulan sorular bölümünü inceleyiniz. Mobilya gibi büyük ebatlı ürün teslimatlarında sevkiyat ücreti uygulanır. Sevkiyat ücreti gönderilecek il-ilçe bilgisine ve alışveriş tutarına göre değişmektedir. Sevkiyat ücret bilgileri ödeme kısmında özel nakliye kısmında yaklaşık olarak belirtilir. Kara ulaşımının olmadığı ilçe ve adalarda teslimat kara tarafından seçilen iskeleye kadar yapılabilmektedir. Siparişinizi, teslim aldığınız tarihten itibaren 30 gün içerisinde kullanmadığınız ve ürün ya da ambalajını (satılabilirliğini) bozmadığınız sürece iade edebilirsiniz.",https://www.pinkhometr.com.tr/urun/pnk29,4,images/PNK29/PNK29_01.webp | images/PNK29/PNK29_02.webp | images/PNK29/PNK29_03.png | images/PNK29/PNK29_04.png
PNK30,PNK30,,"150X90 CM 40CM YÜKSEKLİK Dış mekanalara doğal ahşabın eşsiz dokuları...KESTANE ağacından üretilen, bu sayede doğal çürüme, böceklenme ve hastalıklara karşı yüksek direnç gösteren bahçe kullanıma uygun dış ve iç mekan mobilyası. Ürün Detayları Ayak ve Tabla Mazlemesi:KESTANE Bakım Önerisi: Sezon sonunda kapalı alanda tutmanız daha doğru olacaktır buna imkanınız yoksa koruma kılıfı kullanmanız mobilyanızın uzun ömürlü olmasını sağlar.Temizliği öncelikle çok sert olmayan bir fırça ile ağır kimyasallar içeren deterjanlar kullanmadan yapılmalı ardından hafif nemli bir bezle silinerek kuruması beklenmeli. Malzeme: %100 Kestane Pink Home olarak ürün gruplarımıza göre, tüm ürünlerimizde faturanız üzerinde bulunan tarihten itibaren 2 yıl garanti veya sorumluluk süremiz bulunmaktadır. Daha fazla bilgi için sıkça sorulan sorular bölümünü inceleyiniz. Mobilya gibi büyük ebatlı ürün teslimatlarında sevkiyat ücreti uygulanır. Sevkiyat ücreti gönderilecek il-ilçe bilgisine ve alışveriş tutarına göre değişmektedir. Sevkiyat ücret bilgileri ödeme kısmında özel nakliye kısmında yaklaşık olarak belirtilir. Kara ulaşımının olmadığı ilçe ve adalarda teslimat kara tarafından seçilen iskeleye kadar yapılabilmektedir. Siparişinizi, teslim aldığınız tarihten itibaren 30 gün içerisinde kullanmadığınız ve ürün ya da ambalajını (satılabilirliğini) bozmadığınız sürece iade edebilirsiniz.",https://www.pinkhometr.com.tr/urun/pnk30,4,images/PNK30/PNK30_01.webp | images/PNK30/PNK30_02.png | images/PNK30/PNK30_03.webp | images/PNK30/PNK30_04.png
PNK31,PNK31,,"GERİ DÖNÜŞTÜRÜLMÜŞ AĞAÇ SEHPA 75 CM Dış mekanalara doğal ahşabın eşsiz dokuları...ANTİK ağaçlardan üretilen, bu sayede doğal çürüme, böceklenme ve hastalıklara karşı yüksek direnç gösteren bahçe kullanıma uygun dış ve iç mekan mobilyası. Ürün Detayları Ahşap Malzemesi:ANTİKA AĞAÇ Bakım Önerisi: Sezon sonunda kapalı alanda tutmanız daha doğru olacaktır buna imkanınız yoksa koruma kılıfı kullanmanız mobilyanızın uzun ömürlü olmasını sağlar.Temizliği öncelikle çok sert olmayan bir fırça ile ağır kimyasallar içeren deterjanlar kullanmadan yapılmalı ardından hafif nemli bir bezle silinerek kuruması beklenmeli. Malzeme: %100 ANTİK AĞAÇ Pink Home olarak ürün gruplarımıza göre, tüm ürünlerimizde faturanız üzerinde bulunan tarihten itibaren 2 yıl garanti veya sorumluluk süremiz bulunmaktadır. Daha fazla bilgi için sıkça sorulan sorular bölümünü inceleyiniz. Mobilya gibi büyük ebatlı ürün teslimatlarında sevkiyat ücreti uygulanır. Sevkiyat ücreti gönderilecek il-ilçe bilgisine ve alışveriş tutarına göre değişmektedir. Sevkiyat ücret bilgileri ödeme kısmında özel nakliye kısmında yaklaşık olarak belirtilir. Kara ulaşımının olmadığı ilçe ve adalarda teslimat kara tarafından seçilen iskeleye kadar yapılabilmektedir. Siparişinizi, teslim aldığınız tarihten itibaren 30 gün içerisinde kullanmadığınız ve ürün ya da ambalajını (satılabilirliğini) bozmadığınız sürece iade edebilirsiniz.",https://www.pinkhometr.com.tr/urun/pnk31,4,images/PNK31/PNK31_01.webp | images/PNK31/PNK31_02.png | images/PNK31/PNK31_03.webp | images/PNK31/PNK31_04.png
